NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
002f8bab-7c1c-460c-b89e-94b8b70811ce,T-MRMCS00700008C26,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/30/2009,30,9,2009,,"""Lybster Harbour, South Side""",ND244347,58.29524,-3.289829,70.7,-2.8 to 4 m,Fiona Watson,,,P,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS0070000009F,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,ND,ND23,ND23M,ND2434,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
003397ed-0ecf-44d0-8fbe-b3a39056cba0,T-MRMCS0200000777A,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,2/10/2018,10,2,2018,,"""Argyll caravan park, 4km S of Inverary, Loch Fyne""",NN076052,56.20069,-5.101842,70.7,-14.3 to -0.2 m,Rob Spray,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS0200000004C,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN00,NN00S,NN0705,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
004beae8-afbf-499e-b681-6da1ab6e2521,T-MRSNH0010000143A,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/9/1995,9,8,1995,,South East of Loggie - Site 14,NH166898,57.86002,-5.092862,70.7,Unknown,Colin Adams,,,R,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH00100000012,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NH,NH18,NH18U,NH1689,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
00547efb-de5f-4a17-b723-394b0302649e,18577270,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/17/1985,17,8,1985,,Rubha na Cille (south) (Loch Sween),NR682790,55.948425,-5.713354,70.7,Unknown,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000099,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR67,NR67Z,NR6879,United Kingdom of Great Britain and Northern Ireland,Scotland,,
00716452-34fb-489f-a6fc-6e1ad67d8b69,18477113,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/23/1989,23,6,1989,,"Rocks W of Port Ramsay, Lismore (Lower Loch Linnhe",NM875458,56.556419,-5.458553,70.7,1 to 2 m,David Connor,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000006,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM84,NM84S,NM8745,United Kingdom of Great Britain and Northern Ireland,Scotland,,
0072d849-439c-46a9-8132-d584f3fe5e49,18388692,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/8/1984,8,9,1984,,S of Sr n Bheith (Loch Sween),NR750863,56.017114,-5.610792,70.7,-19 to -14 m,Keith Hiscock,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000046,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR78,NR78N,NR7586,United Kingdom of Great Britain and Northern Ireland,Scotland,,
007541a2-98ee-44e3-bfca-37213eb80d5e,T-MRMCS02000003CBE,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,4/18/2017,18,4,2017,,"""'Some Underwater Rock, Glenmore Bay, Loch Sunart""",NM593608,56.6771,-5.930167,70.7,-33.5 to -9.6 m,Rob Spray,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS0200000002F,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM56,NM56V,NM5960,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
0090a8eb-0e9b-4c30-9ce5-7b882c0c53c6,T-MRSNH01200001B3F,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/10/2003,10,8,2003,,Vadills Mid Basin transect TV03LT6,HU28865549,60.282616,-1.479866,7.1,Unknown,Environment & Resource Technology Ltd,,,C,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH01200000008,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU25,HU25X,HU2855,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
00cb2148-af3e-4c15-9a8c-d202219d1b4e,18852263,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/24/1997,24,7,1997,,"W Hacks Ness, Bay of Stove (South Sanday)",HY615344,59.194974,-2.674795,70.7,Unknown,Eleanor Murray,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000680,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HY,HY63,HY63C,HY6134,United Kingdom of Great Britain and Northern Ireland,Scotland,,
00d3c35c-b80c-4ba9-9bf9-babf625e0c44,T-JNCCMNCR60114402,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/20/1980,20,8,1980,,"""Eilean Heast (Loch Eishort, Skye)""",NG650156,57.17133,-5.88825,70.7,-6 to 2 m,Alan Brittain,,,C,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,JNCCMNCR60000051,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG61,NG61M,NG6515,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
00d5cd4c-1057-42bd-af7d-3fd1306df3be,18599631,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/11/1987,11,8,1987,,"Head of West Voe, Papa Stour. (Papa Stour)",HU175609,60.332236,-1.683991,70.7,Unknown,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000261,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU16,HU16Q,HU1760,United Kingdom of Great Britain and Northern Ireland,Scotland,,
00e4f12d-9e9f-468d-abd9-e5b1bc0d4dc3,T-JNCCMNCR60123810,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/19/1984,19,7,1984,,"""Unasary Islands (Loch Eynort, South Uist)""",NF774280,57.229102,-7.347224,70.7,-5.5  m,Teresa Bennett,,,F,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,JNCCMNCR60000064,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NF,NF72,NF72U,NF7728,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
00f61e2b-996d-4c9d-af30-1a486cd3774d,T-MRSNH021000008A3,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/29/2010,29,8,2010,,Dive (OB_ID_15),NS042317,55.5405,-5.10386,70.7,Unknown,Lin Baldock,,,R,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH02100000002,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NS,NS03,NS03K,NS0431,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
0101b6b4-65ed-4693-b10d-4d253d283b41,T-MRSNH0100000004A,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/12/2007,12,6,2007,,"Kilstay Bay, Luce Bay",NX131377,54.69998,-4.901554,70.7,Unknown,Matt Dalkin,,,P,,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH01000000002,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NX,NX13,NX13I,NX1337,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
012e6532-da8a-4d38-bef2-713704bc8f97,T-MRMCS0070000D2B9,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,3/12/2011,12,3,2011,,School Bay,NG939207,57.2307,-5.415629,70.7,-31 to 4 m,Chris Rickard,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS007000000D1,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG92,NG92F,NG9320,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
013407ab-f632-493e-8ff0-1757cc0830e0,18842011,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/2/1996,2,8,1996,,Broad Taing (Wide Firth),HY420173,59.039217,-3.011544,70.7,3.3 to 4 m,Dora Nichols,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000442,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HY,HY41,HY41I,HY4217,United Kingdom of Great Britain and Northern Ireland,Scotland,,
013db26d-4b44-4245-9f3b-130d8b2285a6,T-MRMCS02000004ABD,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/12/2017,12,9,2017,,Creagan Inn,NM974444,56.54859,-5.297278,70.7,-8.1 to -1.7 m,Rob Spray,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS02000000022,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM94,NM94S,NM9744,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01446240-97b6-45ec-8a82-d329eebe417a,T-MRMCS00200001056,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/29/1998,29,7,1998,,E98408,NM502893,56.92771,-6.106418,70.7,-8.5 to -4.9 m,Melanie Harding,,,F,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS00200000011,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM58,NM58E,NM5089,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01594a48-0ee2-403d-a9c4-b5d11c27a9b9,T-MRMCS0200000957E,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/19/2018,19,7,2018,,"""Sgeir a Choire, NW of Kennacraig ferry terminal, West Loch Tarbert""",NR812635,55.81581,-5.49248,70.7,-2.9 to 0.1 m,Owen Paisley,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS02000000058,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR86,NR86B,NR8163,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
015c6003-b992-4da2-900e-787fd74d0b48,18838153,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/17/1988,17,8,1988,,Headland in Bagh Buic (Loch Fyne),NR912711,55.888108,-5.339619,70.7,-16 to -7 m,Mark Davies,,,C,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000022,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR97,NR97A,NR9171,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01678c59-5ff3-40c0-8f79-cacbfb9f5e87,6941607,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/13/2018,13,6,2018,,"Atlantic Bridge, Clachan-Seil",NM78491965,56.317364,-5.583379,7.1,,"Lafferty, Shannon",,1,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Capturing Our Coast | General Transect,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM71,NM71Z,NM7819,United Kingdom of Great Britain and Northern Ireland,Scotland,,
017ab263-ae22-499e-94d9-bc6b0325e35f,T-MRMCS02000005189,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/27/2017,27,5,2017,,St Catherines,NN105062,56.21067,-5.055866,70.7,-20.2 to -1.1 m,James Wade,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS02000000035,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN10,NN10D,NN1006,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
017fea9c-58ec-4256-a625-03bf27c9e369,5207339,CC-BY,Newcastle University and Biological Records Centre,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/25/2017,25,6,2017,,Rhu Arisaig,NM64848522,56.898538,-5.863189,7.1,,"Mclean, Liz",,1,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Capturing Our Coast | General Transect,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,dr2247,Capturing our Coast,dp89,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM68,NM68M,NM6485,United Kingdom of Great Britain and Northern Ireland,Scotland,,
018b2681-ad70-43e9-aa27-38e301f612a8,18649810,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,4/26/1990,26,4,1990,,"Narrows, Caolas nan Con (Loch Leven)",NN137612,56.705696,-5.04407,70.7,-2.8 to -2.8 m,Dan Laffoley,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000005,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN16,NN16F,NN1361,United Kingdom of Great Britain and Northern Ireland,Scotland,,
019cf28c-f4d8-4bad-b99e-8c3c50fb1c9b,T-JNCCMNCR60281915,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/7/1987,7,8,1987,,Ronas Voe A (Ronas Voe),HU292811,60.512921,-1.46917,70.7,Unknown,Ronnie Gallagher,,,F,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,JNCCMNCR60000227,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU28,HU28V,HU2981,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01a3ca0b-8df3-4288-a28e-dce387c10290,18803101,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/15/1991,15,6,1991,,Tip of St Mary's Isle (Dumfries and Galloway),NX668480,54.809574,-4.073307,70.7,Unknown,Chris Emblow,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000036,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NX,NX64,NX64U,NX6648,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01b1f883-6b75-4e8f-9505-31958060ab8d,T-MRMCS020000040DF,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,1/24/2017,24,1,2017,,"""Portchullin (N), near Archmore""",NG846348,57.35273,-5.581261,70.7,-10.2 to 1.7 m,Vanessa Charles,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS02000000032,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG83,NG83M,NG8434,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01c2830e-b19a-4dd3-a1d3-e33107714895,T-MRMCS00700001136,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/17/2001,17,6,2001,,Head of Loch Torridon,NG886549,57.53482,-5.533071,70.7,-1.5 to -0.5 m,Simon Keith,,,P,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRSS0010000000C,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG85,NG85X,NG8854,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01c44e72-c2a6-4696-b96f-39a71f4bbe2e,18490755,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/25/1997,25,5,1997,,"Point of the Baits, Scapa Bay (Scapa Flow)",HY433085,58.960376,-2.986631,70.7,Unknown,Ian Reach,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000679,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HY,HY40,HY40J,HY4308,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01c6130f-850f-40c0-902b-6e2215914e42,18375897,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/9/1989,9,6,1989,,Shore below Milton Wood (East Kyle of Bute),NS036741,55.920237,-5.143859,70.7,1.7 to 3.9 m,Lois Calder,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000028,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NS,NS07,NS07H,NS0374,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01c9381f-b2cc-456d-a5ad-6c54d775ec8a,10892617,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/11/2019,11,7,2019,,"Highland, UK",NM64247617,56.817075,-5.864671,4,,Ben Deed,,,,,,,,,,Accepted,HUMAN_OBSERVATION,iNaturalist | UK and IOM data,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM67,NM67N,NM6476,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01d914a0-89d7-46f4-9d10-e940e78cc85b,18471473,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/13/1988,13,9,1988,,Shore SW of St. Catherines (Loch Fyne),NN117072,56.220449,-5.037729,70.7,0.2 to 1.1 m,Christine Howson,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000022,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN10,NN10D,NN1107,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01de4501-44db-4aa2-b545-48f029b580b5,18835040,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,4/30/1990,30,4,1990,,"Mid mouth of loch (Loch Tarbert, Jura)",NR503815,55.96187,-6.001603,70.7,-16 to -16 m,Mark Davies,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000009,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR58,NR58A,NR5081,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01e639d3-e861-43a4-ad93-8d2ab01fd961,T-MRMCS00700009988,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/12/2010,12,9,2010,,Ardcastle Quay,NR949908,56.066405,-5.295571,70.7,-20.6 to -3.6 m,John Rees,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS007000000A8,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR99,NR99K,NR9490,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01ec8049-4e9d-44a0-8767-5b8681a2f73c,CI00016600008URZ,CC-BY,Highland Biological Recording Group,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/21/2013,21,5,2013,,Ballachulish Bridge,NN053598,56.689714,-5.179993,70.7,,Ian Strachan,Ian Strachan,,,,,,,,Highland Seashore Project.,Accepted,HUMAN_OBSERVATION,CI0001660000002X,HBRG Highland Seashore Project Dataset,dr216,Highland Biological Recording Group,dp7,HBRG,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN05,NN05P,NN0559,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01eff452-1ccc-4ce6-ad6e-816493946846,T-MRMCS03800001304,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/23/2020,23,8,2020,,Salen slipway,NM689642,56.71222,-5.776708,70.7,-4 to 2 m,Kate Lock,,,F,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS03800000012,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM66,NM66X,NM6864,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
01fd3d64-e7f0-4b38-8b53-dd2bfb6e71fb,T-MRMCS007000085E4,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/16/2009,16,6,2009,,Mavis Grind,HU341684,60.398517,-1.382113,70.7,-16.09 to -2.19 m,Linda Davis,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS00700000096,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU36,HU36P,HU3468,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
020266b4-aae5-429a-b893-3983406a46ce,14073019,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/8/2020,8,6,2020,,"Edinburgh, Snab Point",NT180775,55.98421,-3.31504,50,,"Notton, David",David G Notton,,,,,,,,some live,Accepted - correct,HUMAN_OBSERVATION,iRecord | App,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NT,NT17,NT17Y,NT1877,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02186278-e899-419c-956a-e381fe09f39c,T-MRMCS00200000E89,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/28/1998,28,7,1998,,E98311,NM498905,56.93871,-6.114419,70.7,-6.2 to -4.2 m,Paul Turkentine,,,F,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS00200000011,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM49,NM49V,NM4990,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
