NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
5977a384-02bd-414c-be12-9fe21637a5b5,T-MRSS0010000139C,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/14/2002,14,9,2002,,NW of West Tarbet,NT651998,56.19008,-2.562484,70.7,-11.29 to -5.29 m,Lee Patchell,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRSS0010000000B,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NT,NT69,NT69P,NT6599,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5978ba4d-2908-40d5-bff4-e1aa9fe27533,18827630,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/12/1994,12,8,1994,,"SW Glas Eilean, Kilchoan Bay (Ardnamurchan Point)",NM482627,56.688447,-6.112787,70.7,Unknown,Paul Brazier,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000464,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM46,NM46W,NM4862,United Kingdom of Great Britain and Northern Ireland,Scotland,,
597b7d8b-7e85-4ed8-8414-7d5e3a4e5289,T-MRMCS007000013B2,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/17/2001,17,6,2001,,"""head of loch Torridon, North 2""",NG890558,57.54379,-5.527068,70.7,-3.5 to -3.5 m,Juliet Shrimpton,,,P,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRSS0010000000C,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG85,NG85X,NG8955,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
598d8b2a-269b-4846-956f-e3b78f15183f,T-JNCCMNCR30404921,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/27/1993,27,8,1993,,S11 E of mid Brindister Rock (Brindister Voe),HU285577,60.30292,-1.485118,70.7,-7 to 0 m,Francis Bunker,,,O,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR30000443,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU25,HU25Y,HU2857,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
599d70b0-3da9-4300-811b-7ac2ede7b329,18750679,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/9/1984,9,7,1984,,"N Steisay, Loch Langass (Loch Eport, North Uist)",NF851638,57.554691,-7.266076,70.7,to 2 m,Dale Rostron,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000058,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NF,NF86,NF86L,NF8563,United Kingdom of Great Britain and Northern Ireland,Scotland,,
59a9655e-efa1-4882-a6c0-11c9271223d5,T-MRSNH00300000BA4,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/21/2005,21,8,2005,,SH05 SB90,NF945744,57.65608,-7.123801,70.7,to -2.4 m,Dan Harries,,,F,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH00300000003,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NF,NF97,NF97M,NF9474,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
59ae9bc9-e12c-4c9c-909f-3ba108e905b3,18880003,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/24/1997,24,7,1997,,S of Loth (Eday Sound),HY603339,59.190374,-2.695707,70.7,Unknown,Matt Dalkin,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000680,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HY,HY63,HY63B,HY6033,United Kingdom of Great Britain and Northern Ireland,Scotland,,
59c812c6-11af-4925-a83d-7b5f00af88dd,T-MRSNH00100000A8F,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/14/2000,14,6,2000,,Upper estuary downstream from Kinloch Moidart,NM701727,56.789372,-5.765031,70.7,+2.5 to +2.5 m,T Baker,,1,,,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH00100000005,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM77,NM77B,NM7072,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
59c8b25d-1463-443d-ab9f-fdbaf9969952,18418757,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/25/1978,25,5,1978,,"Aignish (Broad Bay, Lewis)",NB496330,58.214867,-6.264253,70.7,Unknown,Unknown,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000265,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NB,NB43,NB43W,NB4933,United Kingdom of Great Britain and Northern Ireland,Scotland,,
59cc65bc-8d2e-466f-95c2-bc8478f1a14a,T-MRMCS0070000A852,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/3/2010,3,7,2010,,"""Ardnarff, NE of Strome Ferry""",NG888358,57.36388,-5.51285,70.7,-19.5 to 0.5 m,Yvonne Davies,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS007000000B3,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG83,NG83X,NG8835,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
59de6707-ae57-48df-a3f2-e64ec2734049,18331752,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/27/1982,27,6,1982,,Claggain Bay (Islay),NR464530,55.704398,-6.037322,70.7,Unknown,Sue Chambers,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000010,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR45,NR45R,NR4653,United Kingdom of Great Britain and Northern Ireland,Scotland,,
59f3fbcd-6cd1-42bf-8e41-8e846e7b62b5,T-MRSNH03000000BA2,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/9/2014,9,8,2014,,Kentra Bay sediment flat transect KB,NM645694,56.75711,-5.85312,70.7,3.23 to 3.23 m,Sue Henderson,,,C,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,MRSNH03000000003,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM66,NM66P,NM6469,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
59f9e22b-12c7-428d-9a9d-4de095d20c3e,18837411,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/14/1988,14,9,1988,,"South Bay, Barmore Island (Loch Fyne)",NR867716,55.890621,-5.411829,70.7,Unknown,Mark Davies,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000022,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR87,NR87Q,NR8671,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a01e005-97bc-4f1a-9afb-98f0616c4267,DASSHDT00000071_4.1893a_107381,CC-BY-NC,Marine Biological Association,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/27/1979,27,5,1979,,,NF72Z,57.23333,-7.316667,1400,,,,,,,,,,,,Accepted - considered correct,MATERIAL_SAMPLE,,1776-1997 Paul F. Clark North East Atlantic Crab Atlas - Version 2.4,dr2563,Marine Biological Association,dp80,MBA,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NF,NF72,NF72Z,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a064e0b-bfa4-4681-b9d1-2b750ee2bf0f,18574985,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,4/5/1985,5,4,1985,,"Rubha Bhreatannich, S (Loch Sween)",NR710796,55.955147,-5.669122,70.7,Unknown,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000097,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR77,NR77E,NR7179,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a142be0-c524-49ed-83ec-b11c205c4c63,18809736,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/15/1983,15,6,1983,,"Sgeir Dearg (Loch a'Chumhainn, Mull)",NM409546,56.611889,-6.223502,70.7,Unknown,Shelagh Smith,,,C,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000085,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM45,NM45C,NM4054,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a283cb8-d311-4664-a6ed-aa28c4b7d5c2,18607214,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/27/1985,27,8,1985,,"S of Oib Rocks, Loch a'Bhealaich (Loch Sween)",NR749867,56.020654,-5.612728,70.7,Unknown,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000267,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR78,NR78N,NR7486,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a64fc35-65fc-413d-8cde-e5cc9fae68e7,T-MRMCS002000036F8,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,3/25/2006,25,3,2006,,Kenmore (N. Beach),NN066020,56.17162,-5.116338,70.7,-20.6 to -9 m,Calum Duncan,,,P,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS00200000034,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN00,NN00R,NN0602,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5a6aca56-8604-4692-89af-89115270b3fa,T-JNCCMNCR30401121,OGL,NatureScot,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/11/1994,11,8,1994,,W of Otter Holm to W of Cure Holm (Whiteness Voe),HU392448,60.186177,-1.294153,70.7,-7.1  m,John Woolford,,,F,SACFORN,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR30000499,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018",dr747,NatureScot,dp9,NatureScot,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU34,HU34X,HU3944,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5a753525-d296-4840-9f3e-50d5db44e1f8,MRPMN0010000111E,CC-BY,Porcupine Natural History Society,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/1/1979,1,5,1979,,,NM846306,56.419172,-5.493337,70.1,,Kerrera Nudibranch Expedition,Kerrera Nudibranch Expedition,,,,,,,,,Accepted - considered correct,MATERIAL_SAMPLE,,Porcupine Marine Natural History Society Dataset,dr902,Porcupine Marine Natural History Society,dp84,PNHS,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM83,NM83K,NM8430,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5a900bb7-1156-4d9a-8737-1071d49a1729,18505988,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/16/1997,16,5,1997,,"Swannies Point (Scapa Flow, Orkney)",ND457974,58.861017,-2.942194,70.7,-16.5 to -9.5 m,Christine Howson,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000678,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,ND,ND49,ND49N,ND4597,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a9193b0-2ac9-4395-bf5c-8fba51a02669,7043557,CC-BY,Newcastle University and Biological Records Centre,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/26/2018,26,6,2018,,"Dallachulish, Loch Creran",NM98014424,56.546641,-5.287344,7.1,,"Lafferty, Shannon",,3,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Capturing Our Coast | General Transect,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,dr2247,Capturing our Coast,dp89,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM94,NM94X,NM9844,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5a988f00-925a-4cee-b27c-ef7e964a3b1c,T-MRMCS020000022C2,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/7/2016,7,5,2016,,"""Rubha An Ridire, SE end of Sound""",NM738403,56.50057,-5.675848,70.7,-8 to -4 m,Kieran Tulbure,,,O,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS0200000001F,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM74,NM74F,NM7340,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5ab49306-7003-4fa9-910a-bf3e5ad945ef,T-MRMLN0040000BB77,CC-BY,Marine Biological Association,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,,,5,1977,,Pettico Wick,NT906692,55.91625,-2.151164,70.7,,K Hiscock,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MRMLN00400000043,DASSH Data Archive Centre volunteer survey data,dr1200,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NT,NT96,NT96E,NT9069,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5ac9856b-adf0-44c3-9820-c6f88ab4dc04,T-MRMCS03800000E78,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,8/19/2020,19,8,2020,,Conservation Bay,NG855354,57.35863,-5.56688,70.7,-17.6 to 5.4 m,Sharon Brown,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS03800000004,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG83,NG83M,NG8535,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5acf29d4-f073-42b2-a5a0-9e8a17c3bf8b,T-MRMCS0200000ACB5,CC-BY,Seasearch,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,10/12/2019,12,10,2019,,"""Ballachuillish Slates, Loch Leven""",NN074585,56.679,-5.144805,70.7,-11.3 to 2 m,Trevor Davies,,,R,SACFORN,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,MRMCS02000000061,Seasearch Marine Surveys in Scotland,dr749,Seasearch,dp119,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NN,NN05,NN05U,NN0758,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
5ae1c0e8-27a5-495f-96a3-46f807f4358f,6941888,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/13/2018,13,6,2018,,"Atlantic Bridge, Clachan-Seil",NM78521964,56.317288,-5.582886,7.1,,"Lafferty, Shannon",,1,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Capturing Our Coast | General Transect,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM71,NM71Z,NM7819,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5ae2a40e-0578-4791-8bbc-6eaf168a3dca,18748790,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/8/1989,8,5,1989,,"N side of an Leacach, South Channel (Loch Moidart)",NM632733,56.791294,-5.878274,70.7,-13.9 to -12 m,Dale Rostron,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000027,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM67,NM67G,NM6373,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5aeea735-8dee-4abe-89cf-defce2dce20e,6035964,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,10/11/2017,11,10,2017,,Rhu,NM64878524,56.898733,-5.862716,7.1,,"Mclean, Liz",,1,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Capturing Our Coast | General Transect,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM68,NM68M,NM6485,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5af0c06a-bb8d-4e8f-b098-e4b908966196,18544563,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,10/5/1979,5,10,1979,,Ardtalla (Islay),NR468547,55.719844,-6.032545,70.7,Unknown,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000010,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NR,NR45,NR45S,NR4654,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5b516119-ea40-4695-8ba7-942ef00ae42d,18483922,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/4/1989,4,9,1989,,NE of Roinn Diomhain (Loch Goil),NS206935,56.100959,-4.885161,70.7,-12 to -9 m,Christine Howson,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000028,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NS,NS29,NS29B,NS2093,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5b6870e8-860d-4856-99b2-8065f5067182,18691831,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/3/1990,3,6,1990,,S of Lonemore (Loch Gairloch),NG783770,57.728328,-5.724377,70.7,-13 to -4 m,Rohan Holt,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000030,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NG,NG77,NG77Y,NG7877,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5b96131e-5272-49be-8da5-2dede05c7f01,060727_VIDM1_107381_05ddb8,CC-BY,Marine Biological Association,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/27/2006,27,7,2006,,,HU487677,60.390741,-1.117373,70.7,,"Dr T.D. Nickell, Mrs. J. Duncan, Mrs. J. Moore",,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,060727_VIDM1,DASSH Data Archive Centre - Statutory Surveys,dr1228,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU46,HU46Y,HU4867,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5ba6fd7f-450c-4493-89b2-f32361b3dc6e,7895425,CC-BY,"Marine Biological Association, and Biological Records Centre",Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/6/2018,6,9,2018,,Burntisland,NT239861,56.062123,-3.222919,70.7,,"Bell , Helen","Bell , Helen",1,,,,,not recorded,Adult,Five pence coin for scale. Lots of tiny green crabs. This was the only big one - a very lethargic suspect dying crab ,Accepted - considered correct,HUMAN_OBSERVATION,iRecord | General data,Verified marine records from Indicia-based surveys,dr1429,Marine Biological Association,dp80,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NT,NT28,NT28I,NT2386,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5baeade8-97e5-4006-861d-0dfcaf861a0d,18383951,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,6/13/1989,13,6,1989,,Wormadale to North Rock (Whiteness Voe),HU396457,60.194219,-1.286767,70.7,-4.7 to -4.7 m,Keith Hiscock,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000013,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,HU,HU34,HU34X,HU3945,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5bb68467-2116-4e1b-a9e3-defef6051ef4,18780116,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,9/17/1990,17,9,1990,,NW of Rubha Riabhach (Loch Etive),NM902344,56.455397,-5.40552,70.7,Unknown,Bernard Picton,,,F,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000032,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM93,NM93C,NM9034,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5bb9e5fe-695f-4048-9fb8-4a7790624084,18825360,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,7/5/1992,5,7,1992,,Great Carr (North Berwick),NT610849,56.055809,-2.62699,70.7,to 2.2 m,Paul Brazier,,,R,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000313,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NT,NT68,NT68C,NT6184,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5bbd2329-996c-4b38-8987-68e00a7d1526,18748833,OGL,Joint Nature Conservation Committee,Carcinus maenas,"(Linnaeus, 1758)",,Green Shore Crab,NBNSYS0000174367,species,PRESENT,5/2/1989,2,5,1989,,An Taor-geal (Loch Ailort),NM737797,56.853888,-5.712438,70.7,-9.6 to -5 m,Dale Rostron,,,O,,,,,,,Accepted,HUMAN_OBSERVATION,JNCCMNCR10000027,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,NM,NM77,NM77J,NM7379,United Kingdom of Great Britain and Northern Ireland,Scotland,,
