NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude,Longitude,Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
531ed2e4-a520-48bf-b50b-677f5680a692,6391,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NJ4048,57.53,-2.98,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ44,NJ44E,NJ4048,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5336cde2-5d00-480d-8afb-209fdab7adde,7608,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NX5099,55.27,-4.34,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NX,NX59,NX59E,NX5099,United Kingdom of Great Britain and Northern Ireland,Scotland,,
533c4e34-6b91-48b3-8c96-bd66e92d633b,3621,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,3/30/1979,30,3,1979,,,NG4950,57.48,-6.18,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NG,NG45,NG45V,NG4950,United Kingdom of Great Britain and Northern Ireland,Scotland,,
533f0021-59be-4162-830e-d3641fc01ff9,1340,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,4/9/1978,9,4,1978,,,NJ1324,57.3,-3.43,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ12,NJ12H,NJ1324,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53405f5e-ecd2-4330-a6cd-0406dafb1760,13861,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,HP6309,60.76,-0.85,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,HP,HP60,HP60J,HP6309,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53449c0c-4924-435a-9d71-275c7382e46f,6407,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NJ3755,57.59,-3.04,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ35,NJ35S,NJ3755,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53485b7f-518f-40c7-a6df-a257f7df0778,12022,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NS4737,55.61,-4.43,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NS,NS43,NS43T,NS4737,United Kingdom of Great Britain and Northern Ireland,Scotland,,
534fe8f6-39f2-4ba0-8b9a-4cc5f3e3a2e5,1322,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,4/9/1978,9,4,1978,,,NJ3712,57.19,-3.04,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ31,NJ31R,NJ3712,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5352185f-eac1-431c-81b2-85f616f7fddd,12754,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NB3651,58.37,-6.5,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NB,NB35,NB35Q,NB3651,United Kingdom of Great Britain and Northern Ireland,Scotland,,
535323e8-0722-4592-a233-60e1873b1110,1149,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,3/12/1978,12,3,1978,,,NM5270,56.76,-6.06,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NM,NM57,NM57F,NM5270,United Kingdom of Great Britain and Northern Ireland,Scotland,,
535669fe-a5e5-4ca6-8a04-d7064d3c0ce0,1202,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,3/18/1978,18,3,1978,,,NM7092,56.97,-5.78,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NM,NM79,NM79B,NM7092,United Kingdom of Great Britain and Northern Ireland,Scotland,,
535e37a3-3af8-41d0-8114-44854b676e72,4092,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/13/1979,13,5,1979,,,NH4997,57.94,-4.54,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH49,NH49Y,NH4997,United Kingdom of Great Britain and Northern Ireland,Scotland,,
536497a9-c3ca-4cd1-b60b-5315fbd8a2aa,12790,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NB2134,58.21,-6.75,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NB,NB23,NB23C,NB2134,United Kingdom of Great Britain and Northern Ireland,Scotland,,
537952a3-cc46-4fba-8757-834951ffeb36,2174,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,7/24/1978,24,7,1978,,,NH6680,57.8,-4.24,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH68,NH68Q,NH6680,United Kingdom of Great Britain and Northern Ireland,Scotland,,
538b1b95-ef7e-4122-b836-c0066ba92a19,10922,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NJ8763,57.66,-2.2,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ86,NJ86R,NJ8763,United Kingdom of Great Britain and Northern Ireland,Scotland,,
539eff43-e3a0-4085-bd16-4238420f5f16,10885,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NK0134,57.4,-1.99,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NK,NK03,NK03C,NK0134,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53a2dc75-8b7d-447a-8926-4d934231553c,13720,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,HY4309,58.97,-2.98,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,HY,HY40,HY40J,HY4309,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53b3f3a6-73c1-4a7c-a010-446bbb828adc,9426,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NN8211,56.28,-3.89,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NN,NN81,NN81F,NN8211,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53b64c88-d3e0-479b-a9d9-c5aec03ab823,11378,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NH1909,57.15,-4.99,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH10,NH10Z,NH1909,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53bbc469-4942-4286-ab7f-e0fd0a1e9e41,130,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/20/1977,20,9,1977,,,NN8149,56.62,-3.92,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NN,NN84,NN84E,NN8149,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53bdb318-0685-4b20-b8c3-678e8ea92f8f,13152,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NT5139,55.65,-2.77,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NT,NT53,NT53E,NT5139,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53c93d5e-7cd2-4310-b2b5-a0d7bb47aba7,2990,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,11/1/1978,1,11,1978,,,NX4368,54.99,-4.45,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NX,NX46,NX46J,NX4368,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53d30c5b-d8cb-441c-85d5-0c2c28544033,11724,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NG8284,57.8,-5.67,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NG,NG88,NG88H,NG8284,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53f4c867-ba49-4166-81a0-16b9ff486067,4167,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/20/1979,20,5,1979,,,NC9733,58.28,-3.75,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NC,NC93,NC93R,NC9733,United Kingdom of Great Britain and Northern Ireland,Scotland,,
53f52ad6-b38b-4691-b1df-40cb7a165116,5961,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NJ3308,57.17,-3.1,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ30,NJ30J,NJ3308,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54135224-e31e-4e3a-9719-f76383d58d25,12895,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NG5160,57.56,-6.16,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NG,NG56,NG56A,NG5160,United Kingdom of Great Britain and Northern Ireland,Scotland,,
541c66c0-5e90-4569-9304-a3aff5280a8b,10220,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NS1482,56,-4.97,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NS,NS18,NS18L,NS1482,United Kingdom of Great Britain and Northern Ireland,Scotland,,
541d0ba7-1658-43ed-8006-795bde5d732e,6367,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NJ6262,57.65,-2.64,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ66,NJ66G,NJ6262,United Kingdom of Great Britain and Northern Ireland,Scotland,,
542fbd83-405d-4a1c-b0c5-f8cb9cffc8c2,2057,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,7/11/1978,11,7,1978,,,NO1591,57,-3.4,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NO,NO19,NO19K,NO1591,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5433abc1-4acb-44f4-876a-4a40c50494da,9558,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NN3547,56.59,-4.67,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NN,NN34,NN34N,NN3547,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54382aed-2ea5-42ac-91da-33260da90352,1200,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,3/17/1978,17,3,1978,,,NM6897,57.01,-5.8,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NM,NM69,NM69Y,NM6897,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5439cdf0-65b9-42ef-b080-b1b5ec64e2c0,503,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,12/2/1977,2,12,1977,,,NO5350,56.64,-2.75,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NO,NO55,NO55F,NO5350,United Kingdom of Great Britain and Northern Ireland,Scotland,,
543b4d4d-57b1-40a2-9cd0-9d1746df6ba5,2218,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,7/25/1978,25,7,1978,,,NH5798,57.96,-4.41,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH59,NH59U,NH5798,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5455187b-4c41-4949-b826-f78777d59b6c,11035,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NJ4863,57.66,-2.86,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ46,NJ46W,NJ4863,United Kingdom of Great Britain and Northern Ireland,Scotland,,
545d795b-57ee-4332-8907-4a0ae3a23b89,13826,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,HU2878,60.49,-1.48,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,HU,HU27,HU27Z,HU2878,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5460d1be-0858-4ecb-80e0-94f124073d9f,7595,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NX8399,55.28,-3.84,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NX,NX89,NX89J,NX8399,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5467de57-54d8-4566-b3e5-9066b913f81b,1781,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/23/1978,23,5,1978,,,NN3156,56.67,-4.75,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NN,NN35,NN35D,NN3156,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54787dca-386c-4b40-ac5c-b4a860398c01,6514,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NN5362,56.72,-4.4,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NN,NN56,NN56G,NN5362,United Kingdom of Great Britain and Northern Ireland,Scotland,,
547a2240-f98e-46c2-8950-5d742b575581,10468,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NM6588,56.93,-5.85,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NM,NM68,NM68P,NM6588,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5491e623-b5a7-408f-b593-fe1a9c3ea7ca,4208,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,6/25/1979,25,6,1979,,,NH0868,57.66,-5.22,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH06,NH06Z,NH0868,United Kingdom of Great Britain and Northern Ireland,Scotland,,
5498d648-888c-461d-b6c9-075596231ef0,6726,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NJ0947,57.51,-3.52,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NJ,NJ04,NJ04Y,NJ0947,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54a4d8d5-5cfa-43b0-b28b-7180e046cff2,11677,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NG7854,57.53,-5.7,707.1,,JG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NG,NG75,NG75X,NG7854,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54a91b87-4c6c-4fe0-87f3-707436a6e64d,7614,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/14/1984,,5,1984,11/15/1985,,NX6182,55.11,-4.17,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1335,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NX,NX68,NX68B,NX6182,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54bb207a-a8ab-4d06-bc4d-224f1b43d04a,4014,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,5/9/1979,9,5,1979,,,NH4526,57.3,-4.56,707.1,,J&RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1334,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NH,NH42,NH42N,NH4526,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54c1db00-3f03-484c-9c6a-d120ef472a37,10184,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NR6609,55.32,-5.68,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NR,NR60,NR60U,NR6609,United Kingdom of Great Britain and Northern Ireland,Scotland,,
54cb4fe6-f0f6-469d-b5bb-a6b16778fdbd,10149,OGL,Joint Nature Conservation Committee,Lutra lutra,"(Linnaeus, 1758)",,Otter,NBNSYS0000005133,species,PRESENT,9/3/1991,,9,1991,5/7/1995,,NR7778,55.94,-5.56,707.1,,RG,,,,,,,,,,Unconfirmed,HUMAN_OBSERVATION,NBN-GA000187-1336,Scotland Otter Survey Database,dr495,Joint Nature Conservation Committee,dp87,,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,NR,NR77,NR77U,NR7778,United Kingdom of Great Britain and Northern Ireland,Scotland,,
